cleaned_text,aspect,sentiment
prabowo tersenyum melihat ini cair cair sehabis pelantikan prabowo bakal menyingkirkan orang orang jokowi wapres bisa ditempatkan di ikn untuk kelangsungan proyek ayah main mata dengan pdi p kenapa tidak,Irrelevant,
prediksi saya istana baru di kaltim itu kelak berubah menjadi istana kepresidenan nusantara ikn menambah lis istana kepresidenan 1 istana merdeka 2 istana negara 3 istana bogor 4 istana yogyakarta 5 istana cipanas 6 istana tampak siring 7 istana nusantara,Irrelevant,
dijilat jilat nebeng banteng nginjak pejabat pakai parcok dan tentara tuyul ikn petani nyuapin pejabat wkwkwk,Irrelevant,
ini orang suruh tinggal di ikn aja kota kebanggan junjungannya,Irrelevant,
enggak di ikn nya si cuman deket situu,Irrelevant,
antara aamiin amp tidak ini wkwk ikn ini banyak pesanan proyek penguasa jadi saya tidak berharap banyak sama orang di gedung sana sudah saatnya menerapkan islam kaffah di indonesia malaysia negeri muslim di seluruh dunia demokrasi kapitalisme hanya melahirkan kerusakan,Irrelevant,
atau saya usul abangda supaya yakin akan tidak gagal bagaimana kalau gibran dan mas ahy tinggal di ikn selama 5 th pemerintahan prabowo,Irrelevant,
pesona ikatan skynani indonesia ikn anzayyyy,Irrelevant,
siapa pengambil alih ikn dari tanah adat kaum oligarki hidupmu di dalam tempurung coba tengok jalan raya strategis di sekitarmu siapa pemiliknya coba tanya prabowo dik 80 di kuasai segelintir taipan china,Irrelevant,
pembangunan ikn sudah berjalan sejak 2022 pembangunan ditargetkan rampung pada 2045 prabowo subianto,Irrelevant,
silahkan lanjutkan ikn kalau mau lihat indonesia roboh,Irrelevant,
beli makanan yg ga ada di ikn,Irrelevant,
dari mana ikn simbol indonesia maju malah sebaliknya adanya ikn indonesia bobrok dari segala hal ikn menuju masa depan indonesia suram,Irrelevant,
ikn kota ideologis oleh luthfi pattimura,Irrelevant,
ikn hanya untuk bajingan tolol amp penjilat nya,Irrelevant,
iyaa disain gwk oke 1990 peletakan batu pertama 1997 batu pertama itu mangkrak smp 2013 gara2 krismon 5 thn baru kelar ke 2018 kalau masih jaman orba mungkin akan mangkrak 20thn untungnya garuda ikn segede gaban cm 3thn jadi tanpa mangkrak pasti kuyang2 ikut jagain,Irrelevant,
emang ke ikn ga akan dikasih mamin mamin dari apbn kan,Irrelevant,
cape bgt hari hari baca headline berita soal ikn and how fucked up it is pgn resign jadi warga indo,Irrelevant,
ikut saja acara di ikn tgl 17 agustus nti,Irrelevant,
bayangin aja kalo ikn pindah ke jawa timur monumen garuda nya bisa jadi monumen anak ayam karena dipreteli,Irrelevant,
ikn kota ideologis,Irrelevant,
semoga aja israel rudal ikn,Irrelevant,
setiap baca berita ttg ikn selalu kesel maunya memaki maki,Irrelevant,
ikn jadi mirip istana siluman kelelawar,Irrelevant,
kayanya sih bisa bikin gedung tandingan ikn yg kaya bat cave itu tp ini made from nasi bungkus,Irrelevant,
ridwan kamil berdebat sengit dengan pramono anung pada debat semalam terkait pemindahan balaikota hingga ikn dibawa bawa,Irrelevant,
gamau pindah ke ikn ah ngapain bumble nya pasti sepi ntar _,Irrelevant,
lo jgn nyinyirin insitut ikn lo jd mirip kiki lo skrg dr ngedukung jd menghujat punya malu lo buzzerp lo,Irrelevant,
mending lu jalan kaki dah di ikn terus upacara ketukang pijat mau yg dari orang buta ampe pijat juga gabakal ampe mahal,Irrelevant,
pantesan aku merasa seperti bukan nyoman nuarta apakah yang dilakukan di ikn masih modul yang belum sepenuhnya jadi,Irrelevant,
desain istana ikn disebut mirip kalong ini respons menteri pupr,Irrelevant,
yang salah oknum yang ngaku habib tp kok spt menyerang umat islam sedangkan negara digerogoti kekaya an taipan 9naga oligarki china tdk pernah diusik bayangkan asset negara dijuali spt ikn tanah dijual katanya hilirisasi tambang ternyata justru ri cm dpt 5 sementara china 95,Irrelevant,
maulia permata putri siswi sma negeri 1 solok saat ini dilatih sebagai pembawa baki bendera untuk gelaran upacara hut ri ke 79 di ibu kota negara ikn 17 agustus 2024,Irrelevant,
h 1 upacara agustusan semua besi ikn dah lenyap pindah ke pasar loak dupak surabaya,Irrelevant,
salah satu alasan gua gak pilih 02 1 ikn gak jelas 2 food estate gak jelas 3 hilirisasi gak jelas 4 program unggulannya makan siang gratis dananya gak jelas dari mana bukan perkara benci keluarga mulyono tapi kebijakan mulyono emang layak dibenci,Irrelevant,
semoga pas hari h ada bencana alam hancurin ikn wkwk,Irrelevant,
ternyata perang kuru setra antara cebong dengan kampret selama bertahun tahun dimenangkan mutlak oleh kampret sehingga kampret menjadi ikon ikn terlalu,Irrelevant,
itu bukan di ikn tong,Irrelevant,
wkwkwkwkwkw istana bukan sekedar istana cocok sii kl disamain sama ikn ikn entuh,Irrelevant,
otw gaskeun ikn tretan,Irrelevant,
daftar agenda acara jelang upacara hut ri di jakarta dan kaltim ada pengukuhan paskibraka di ikn lewat,Irrelevant,
halal dijadiin tumbal proyek ikn,Irrelevant,
istana kalong ikn cocok,Irrelevant,
maaf bukannya hut ke 79 ri di ikn,Irrelevant,
sepertinya akan ada ritual tumbal biar rame itu ikn,Irrelevant,
istana merdeka amp bogor lambang rakyat indonesia merebut kemerdekaan dari tangan penjajah karnanya istana hrs diduduki sdangkan istana ikn berbau dinasti amp nepotisme,Irrelevant,
kara nya wakil nya yg di situ pemimpinnya d ikn,Irrelevant,
okay what if 1 pak j ngebut pembangunan ikn karena sudah meramalkan megathrust terjadi di jawa dan meluluhlantakkan sebagian peradaban dan kestabilan di jawa 2 kembali dipuja sebagai satrio piningit 3 menjadi pemimpin sepanjang masa 4 happy ending utk seluruh rakyat,Irrelevant,
ikn vibes nya kaya negara yg dikuasai sm all for one boku no hero related,Irrelevant,
kalau kawin lagi di ikn gemana dong bahaya,Irrelevant,
pantesan ikn dipindah ke kalimantan ya,Irrelevant,
atrbpn halo menteri atr kepala bpn agus harimurti yudhoyono ahy menghadiri peresmian istana negara di ibu kota nusantara ikn pada jumat 11 10 2024 dalam acara ini menteri ahy sekaligus menyerahkan sertipikat tanah elektronik hak,Irrelevant,
ikn jadi dungeon dong,Irrelevant,
kenapa gubernur dki begitu diperjuangkan all out karena ada proyek taipan yg di gagalkan anies apa yg terjadi selanjutnya ikn pik dan reklamasi menjadi daerah kekuasaan china yg menyangkal pasti buzzer,Irrelevant,
pulau uciha siap menginvasi ikn,Irrelevant,
bung karno dikenal oleh rakyat indonesia sebagai bapak proklamator pak harto bapak pembangunan pak jokowi bapak inspratuktur indonesia selama 10 tahun banyak pelabuhan bandara bendungan jalan nasional membangun ikn jokowi meninggalkan kesan yg dalam buat rakyat indonesia,Irrelevant,
benarkah berarti pemujanya ngehoax apa emang mau disewa di ikn bro,Irrelevant,
penampakan patung garuda yang dipasang di bandara vvip ikn karya pak nyoman nuarta,Irrelevant,
trus konsekuensi hukumnya apa pak itu artinya kan bpk itu telah menyebarkan informasi palsu ke publik amp bikin gempar bahkan ada pihak² yg kena fitnah lalu dikait²kan dng dongeng 9 cacing kremi ciptaan curut² korup nyambung lg ke fitnah 9 cacing kremi menguasai ikn trus ikn,Irrelevant,
akurat sisi lain ikn adalah harga diri bangsa sebenarnya mereka yg nyinyir hatinya sangat bangga dg ikn tetapi sakit pasca pilpres masih terasa padahal itu rasa sakit yg sia2,Irrelevant,
beri aku 10 pemuda madura niscaya akan ku hancurkan istana garuda ikn,Irrelevant,
kereta tanpa rel sudah taxi terbang sudah bandara terbaik sudah kota terbaik sudah sekarang tol bawah laut kapan mikir punya pemimpin cerdas hebat jago diplomasi smart visioner memakmurkan rakyat dll karena tanpa pemimpin sepeerti itu makaa ikn bagaikan,Irrelevant,
liburan ke ikn,Irrelevant,
israel mending lu bom ikn aja bisa gk sih,Irrelevant,
iya itu anaknya mulyono tapi tahun 2019 sampe skrng ini presidenya masih mulyono bukan prabowo jdi saat ini gak ada hubunganya kebijakan mulyono sama prabowo soal ikn atau apapun itu yg salah onoh knapa pas 2019 pilih dua priode bukan pilih prabowo sandi 2019 lu pilh siapa,Irrelevant,
bangun ikn di kritik sirkuit moto gp di kritik bangun papua di kritik bangun kereta cepat dikritik terus maunya gimna bjirrr,Irrelevant,
magang sono di ikn,Irrelevant,
istana nya yg bangunan nya serem di ikn itu,Irrelevant,
kalo terjadi di konoha presidennya kabur ke mana ya ke china apa ke ikn,Irrelevant,
semua pada akhirnya akan naik gak liat apa proyek ikn udah kembang kempis dananya,Irrelevant,
cuma buat foto di ikn,Irrelevant,
gak pp enggak kebagian kita bisa nonton pas take off pesawatnya terus nanti kita ke ikn yah sayang lihat video zaenny xavier maulana,Irrelevant,
perkembangan ikn,Irrelevant,
sdh ke ikn blm ditnyain tuh,Irrelevant,
sewanta berhari2 bang dari solo menuju ikn balik lagi ke solo,Irrelevant,
masukin gorong2 di ikn,Irrelevant,
jadi sarang burung walet bang lumayan buat nyicil utang ikn,Irrelevant,
soal ikn tak perlu di khawatirkan sebut transisi prabowo ke jokowi selengkapnya,Irrelevant,
bahas pilkada di ikn,Irrelevant,
kalo diliat2 lagi istana negara di ikn ini mengingatkan pada bangunan markas power ranger tp lupa power ranger yg mana,Irrelevant,
hari ini adalah latihan dalam rangka memeriahkan hut ke 78 ri di ikn mohon doa restunya dari airmen semua ya,Irrelevant,
pernyataan abdul muhaimin iskandar atau yang dikenal dengan sebutan nama cak imin yang nyinyir soal pembangunan ibu kota nusantara ikn kini viral lagi di media sosial mantan calon wakil presiden tersebut pernah dengan lantang mengatakan jika pembangunan ikn hanyalah,Irrelevant,
jadi selain tujuan utama mamake minta gua ikut pns di ikn karena biar gak berhenti ditengah jalan tapi lebih ke karena ada sodara disana jadi biar ada alesan main ke kalimantan asdghjkl,Irrelevant,
coba jokowi pawang kiamatnya mana sayang klo gak jadi upacara di ikn,Irrelevant,
sebagai pembayar pajak saya sumpahin mereka semua kesamber petir di ikn sana,Irrelevant,
1 bisa nipu 2 bisa bikin ikn 3 bisa bikin tol 4 bisa ngangkat anak jadi wapres 5 bisa ngangkat mantu jadi gubernur 6 bisa ngutang 7 bisa lari kalo di demo,Irrelevant,
dapat nomer kavling berapa di ikn sampai harus membela seperti ini,Irrelevant,
allahuakhbar insyaallah tuan hasnilam ingat pagi nie leh lhawal masak ikn pari asam pedas tumis dn kemas umh,Irrelevant,
dalam bbrp hal sy kurang setuju langkah pdip seperti mendukung gibran amp bobby saat pilwali 2020 kebijakan hutang soal ikn dll tp soal nafsu joko ingin 3 periode dg amendemen psl 7 uud pdip lah satu2 parpol yg menolak tegas amp diikuti pks parpol lain ngikut amp dukung joko,Irrelevant,
terlalu banyak ospek hasilnya lambang ayam untulan di ikn,Irrelevant,
jagoan partai berkuasa pdip ahok djarot kalah di jakarta pdip jokowi bikin keputusan pindah ibu kota ke ikn jagoan partai berkuasa gerindra rk suswono kalah di jakarta gerindra dan prabowo mengesahkan uu dkj apa bedanya,Irrelevant,
ikn istana kodok neraka,Irrelevant,
yang penting cukongnya aguan udah dapet pik 2 urusan ikn sudah menjadi domisili prabowo kan prabowo yg teken perpres,Irrelevant,
di tunggu foto video kepindahan nya ke ikn ya prayudi jngn2 cuma omon omon ni si prayudi satu ini ni,Irrelevant,
jangan lupa kasus 1 batu bara luhut 2 kasus buku merah 3 konsorsium 303 4 firly bahuri 5 fufufafa 6 food estate 7 jet pribadi 8 proyek ikn 9 kcic 10 bumn ambruk dll nya,Irrelevant,
bantu kasih ide ke presiden prabowo mao dijadikan apa tuh ikn 1 kota pendidikan 2 kota minyak 3 ibukota kaltim 4 5 6 7,Irrelevant,
dari ikn nusantara,Irrelevant,
mari kita move on 1 dulu kang emil skrg bang emil 2 jakarta adl ibu kota masa lalu ikn adl ibu kota masa depan tp bang emil milih di jkt bukan di kaltim apakah bang emil gak bisa move on atau sebenernya bang emil sendiri gak yakin kalau ikn bakal jadi masa depan,Irrelevant,
emg mau pindah ikn,Irrelevant,
anggaran buzzer ikn udah turun lagi aeokwokwokwok,Irrelevant,
ini kota kalo ga hujan bakal meriang kali ya mentang mentang ikn dikebut,Irrelevant,
ikn akan jauh berbeda dari sisi apapun dari balikpapan,Irrelevant,
penampakan istana presiden di ikn,Irrelevant,
ini pns pusat atau otorita ikn intinya gini nder klo kamu pns pusat cepat atau lambat kamu akan tinggal di ikn sekarang tinggal pilih mau tukin instansi pada umumnya atau tukin otorita ikn sesimpel itu klo instansi pusat non otorita ikn berat nder kecuali,Irrelevant,
para pembenci di tunggu kritikanya hinaan nya untuk sempurnanya ikn,Irrelevant,
sempet tipis tipis diskusi waktu masa kampanye sama temen yg emang laki bini aktipis banget salah satu pertimbangan dia dalam memilih capres ya ini ikn karena pergerakan di jakarta aja kemungkinan digubrisnya tipisss apalagi kalo kudu nyebrang pulau,Irrelevant,
fokus pada topinya model ikn bentul apa benar,Irrelevant,
sumpah gw kira video gedung di ikn itu belum jadi makanya masih bentuk rangka2 gitu ternyata _,Irrelevant,
apa urusannya istana dgn bobby dan kahiyang supaya pikiran kalian jernih lebih baik segera pindah ke ikn,Irrelevant,
istana wakil presiden di ikn yang akan ditempati gibran jokowi putra mereka bernafsu singkirkan dia yg masih muda kuatir jika terjadi sesuatu dengan prabowo yg sudah tua maka gibran akan jadi presiden seharusnya semua ikuti pilihan rakyat yg percaya,Irrelevant,
ikn populer jadi wajah indonesia di jelek in di benahi dihina jadi subur membangun,Irrelevant,
oh indonesiaku oh ikn asin,Irrelevant,
ha ha ha saking nggak ada yang doyan ke ikn,Irrelevant,
sertifikat ikn nusantara,Irrelevant,
berasa ga sih soal ikn ini buzzer maju dengan narasi mistis yaelahh lu tuh maju dengan argumen yg logis lah biar kelihatan berbobot dengan argumen mistis lu justru disrespectful terhadap warlok sana gw jg yg menentang ikn tp jangan pakai narasi mistis juga low,Irrelevant,
mending loe pesan tiket trus pergi selfie2 di ikn soalnya bacot loe akan berubah dimasa depan,Irrelevant,
iya belanda jg pindahkan ibukotanya dr den haag ke timbuktu itali jg pindahin ibukota dr venice ke vesuvius mudah2an dek gibran mau pindah ikn,Irrelevant,
ikn selalu dipersepsikan jelek oleh gerombolan lowbat dan yaman dan bangsat bangsat ini bangga jika ikn berantakan,Irrelevant,
bahkan patung ini masih lebih bagus dan lebih mirip garuda dibanding berhala kelelawar di ikn,Irrelevant,
efek tony blair di indonesia mendukung illiberalisme amp kemunduran demokrasi melalui koneksi global yang anti progresif dan otoriter tidak ada fdi yang dibawa masuk untuk ikn 3 kepala negara afrika datang ke indonesia africa forum dari yang seharusnya 28,Irrelevant,
proyek ikn lanjut apa saja yang segera dibangun prabowo,Irrelevant,
gorong mari lapo kok di benci iku ikn apik kok,Irrelevant,
lebih dulu ada hampir 4 dekade sebelum ikn digagas,Irrelevant,
bau bau ngambil lagu 47 suteki na machi e atau ori song nih buat 17 agustus dbawa ke ikn nih nanti pasti,Irrelevant,
beli tiket trus kesana berfoto2 biar gak sakit hati atau kalo gak mampu beli tiket yah nabung sy yakin suatu saat kau akan berselfie2 di ikn,Irrelevant,
sebelum liat bekantan basmi dulu tuu tikus tikus buncit biar lebih nyaman tu ikn,Irrelevant,
puyeng banget kayaknya pak mikir ikn ampe botak gitu rambut bagian depan semangat pak,Irrelevant,
kaya ga ada kang mebel aj di ikn eh maaf bpk itu kan kang mebel ya qiqiqiqi,Irrelevant,
ngeriikk y klo tidak suka y sudah gosah pindah ke ikn ato resign saja jd pns idup kok tidak pernah bersyukurrr y,Irrelevant,
ahhh nanti pas dateng ke ikn juga ikut foto² buat fomo,Irrelevant,
harvey muis prabowo jokowi mereka etnis china sekarang negara ini berubah jadi relublik indochina ibu kotanya di pik 1 pik 2 ikn jadi istana jinping presiden china jin ping yang melanjutkan pembangunan tanpa hutang hibah 200 tahun dipakai china,Irrelevant,
gileee ente salah 1 warga kalimantan yg masuk undangan 17an di ikn ya sim wkwkwk,Irrelevant,
istana ikn buatan anak bangsa istana jakarta buatan kolonial belanda pak jendral anda itu bicara seolah smua rakyat ini bodoh apa istana jakarta yg ngerjakan oleh anak bangsa yg diperas keringat darah dan air matanya oleh kolonial,Irrelevant,
tolong bantu up ya temen2 buat kehati hatian saat beli sepatu pastikan ukuran sama tidak hanya lihat label saja sepatu ikn marisa spotec,Irrelevant,
ya itu yg di ikn koq serem ya ga menyerupai burung garuda klu yg punya penglihatan yg lbh pasti tau itu lbh menyerupai apa,Irrelevant,
hati2 yang ikut ke ikn semoga pulangnya sehat jiwa dan raganya,Irrelevant,
ayo turun keluarkan tandukmu ini negara indonesia yg diproklamirkan bung karno hatta ini negara berdaulat berkonstitusi dan berdemokrasi bukan negri nusantara beribukota ikn dengan pemimpin raja jawa,Irrelevant,
2024 news otw market crash ikn amp makan siang gratis racial issue amp conflict otw middle east war pemenang pemilu far right ultra nationalist chauvanism semua lt 2015 news flashmob gaun emas biru snowden kasus laurentius rando macet gara2 pokemon lewat,Irrelevant,
pelanggar amanat konstitusi sdh seharusnya diadili aplg sd hilang nyawa rakyat kabut asap 2015 amp 2019 bencana 2018 6ribu wafat amp 10jt tdampak gt gt asean games imf bali pandemi 160rb wafat jtan tdampak gt gt ikn ciptaker pariwisata pilkada tka china bencana kelaparan berulang,Irrelevant,
in mie rasa soto kari ayam dll buah 1 pcs pisang mas gelas plastik air ambil di kran ikn masih ada kembalian klo modal 7500 doank masih ada untunglaah,Irrelevant,
ya sudah anda komen nyinyirnya nanti saja kalo ikn sudah selesai dibangun tahun 2045,Irrelevant,
ini bukan ikn tapi gotham city,Irrelevant,
cie lagi good mood pulang dari ikn,Irrelevant,
